question_id,forecast_source,forecast_version,option,probability,forecast_date
bfg_q16,bioscancast_baseline,2026-08-04,0,0.6,2026-08-04
bfg_q16,bioscancast_baseline,2026-08-04,1,0.2,2026-08-04
bfg_q16,bioscancast_baseline,2026-08-04,2 to 3,0.1,2026-08-04
bfg_q16,bioscancast_baseline,2026-08-04,4 to 6,0.05,2026-08-04
bfg_q16,bioscancast_baseline,2026-08-04,7 or more,0.05,2026-08-04
bfg_q17,bioscancast,2026-08-04,"under 175,000",0.05009075637060383,2026-08-04
bfg_q17,bioscancast,2026-08-04,"175,000 to 274,999",0.10018151274120767,2026-08-04
bfg_q17,bioscancast,2026-08-04,"275,000 to 399,999",0.15027226911181146,2026-08-04
bfg_q17,bioscancast,2026-08-04,"400,000 to 599,999",0.21583452634952893,2026-08-04
bfg_q17,bioscancast,2026-08-04,"600,000 or more",0.48362093542684814,2026-08-04
bfg_q17,bioscancast_baseline,2026-08-04,"under 175,000",0.25,2026-08-04
bfg_q17,bioscancast_baseline,2026-08-04,"175,000 to 274,999",0.35,2026-08-04
bfg_q17,bioscancast_baseline,2026-08-04,"275,000 to 399,999",0.2,2026-08-04
bfg_q17,bioscancast_baseline,2026-08-04,"400,000 to 599,999",0.15,2026-08-04
bfg_q17,bioscancast_baseline,2026-08-04,"600,000 or more",0.05,2026-08-04
bfg_q18,bioscancast,2026-08-04,under 1.5M,0.1021340840324837,2026-08-04
bfg_q18,bioscancast,2026-08-04,1.5M to 1.99M,0.2986418733871058,2026-08-04
bfg_q18,bioscancast,2026-08-04,2.0M to 2.99M,0.3492936540628072,2026-08-04
bfg_q18,bioscancast,2026-08-04,3.0M to 4.49M,0.1855899473254743,2026-08-04
bfg_q18,bioscancast,2026-08-04,4.5M or more,0.064340441192129,2026-08-04
bfg_q18,bioscancast_baseline,2026-08-04,under 1.5M,0.25,2026-08-04
bfg_q18,bioscancast_baseline,2026-08-04,1.5M to 1.99M,0.3,2026-08-04
bfg_q18,bioscancast_baseline,2026-08-04,2.0M to 2.99M,0.2,2026-08-04
bfg_q18,bioscancast_baseline,2026-08-04,3.0M to 4.49M,0.15,2026-08-04
bfg_q18,bioscancast_baseline,2026-08-04,4.5M or more,0.1,2026-08-04
bfg_q19,bioscancast,2026-08-04,0,0.47034482680752676,2026-08-04
bfg_q19,bioscancast,2026-08-04,1,0.265566856814214,2026-08-04
bfg_q19,bioscancast,2026-08-04,2 to 3,0.18413377426599595,2026-08-04
bfg_q19,bioscancast,2026-08-04,4 to 5,0.061541164685663535,2026-08-04
bfg_q19,bioscancast,2026-08-04,6 or more,0.018413377426599604,2026-08-04
bfg_q19,bioscancast_baseline,2026-08-04,0,0.4,2026-08-04
bfg_q19,bioscancast_baseline,2026-08-04,1,0.3,2026-08-04
bfg_q19,bioscancast_baseline,2026-08-04,2 to 3,0.2,2026-08-04
bfg_q19,bioscancast_baseline,2026-08-04,4 to 5,0.1,2026-08-04
bfg_q19,bioscancast_baseline,2026-08-04,6 or more,0.0,2026-08-04
bfg_q20,bioscancast,2026-08-04,8 or fewer,0.1416994708488693,2026-08-04
bfg_q20,bioscancast,2026-08-04,9 to 11,0.27106133636914914,2026-08-04
bfg_q20,bioscancast,2026-08-04,12 to 14,0.3266481914835524,2026-08-04
bfg_q20,bioscancast,2026-08-04,15 to 17,0.16573270650298827,2026-08-04
bfg_q20,bioscancast,2026-08-04,18 or more,0.09485829479544092,2026-08-04
bfg_q20,bioscancast_baseline,2026-08-04,8 or fewer,0.25,2026-08-04
bfg_q20,bioscancast_baseline,2026-08-04,9 to 11,0.3,2026-08-04
bfg_q20,bioscancast_baseline,2026-08-04,12 to 14,0.2,2026-08-04
bfg_q20,bioscancast_baseline,2026-08-04,15 to 17,0.15,2026-08-04
bfg_q20,bioscancast_baseline,2026-08-04,18 or more,0.1,2026-08-04
bfg_q21,bioscancast,2026-08-04,YES,0.13445396690289976,2026-08-04
bfg_q21,bioscancast,2026-08-04,NO,0.8655460330971002,2026-08-04
bfg_q21,bioscancast_baseline,2026-08-04,YES,0.3,2026-08-04
bfg_q21,bioscancast_baseline,2026-08-04,NO,0.7,2026-08-04
bfg_q22,bioscancast,2026-08-04,15 or fewer,0.955798154012375,2026-08-04
bfg_q22,bioscancast,2026-08-04,16 to 30,0.030640592201352353,2026-08-04
bfg_q22,bioscancast,2026-08-04,31 to 50,0.011241445145768166,2026-08-04
bfg_q22,bioscancast,2026-08-04,51 to 79,0.0016060213665031692,2026-08-04
bfg_q22,bioscancast,2026-08-04,80 or more,0.0007137872740014081,2026-08-04
bfg_q22,bioscancast_baseline,2026-08-04,15 or fewer,0.6,2026-08-04
bfg_q22,bioscancast_baseline,2026-08-04,16 to 30,0.2,2026-08-04
bfg_q22,bioscancast_baseline,2026-08-04,31 to 50,0.1,2026-08-04
bfg_q22,bioscancast_baseline,2026-08-04,51 to 79,0.05,2026-08-04
bfg_q22,bioscancast_baseline,2026-08-04,80 or more,0.05,2026-08-04
bfg_q23,bioscancast,2026-08-04,YES,0.6923076923076923,2026-08-04
bfg_q23,bioscancast,2026-08-04,NO,0.30769230769230776,2026-08-04
bfg_q23,bioscancast_baseline,2026-08-04,YES,0.6,2026-08-04
bfg_q23,bioscancast_baseline,2026-08-04,NO,0.4,2026-08-04
bfg_q24,bioscancast,2026-08-04,"under 250,000",0.08096086052164966,2026-08-04
bfg_q24,bioscancast,2026-08-04,"250,000 to 374,999",0.2285612600402521,2026-08-04
bfg_q24,bioscancast,2026-08-04,"375,000 to 524,999",0.3221478956161646,2026-08-04
bfg_q24,bioscancast,2026-08-04,"525,000 to 749,999",0.2515642175228664,2026-08-04
bfg_q24,bioscancast,2026-08-04,"750,000 or more",0.11676576629906728,2026-08-04
bfg_q24,bioscancast_baseline,2026-08-04,"under 250,000",0.4,2026-08-04
bfg_q24,bioscancast_baseline,2026-08-04,"250,000 to 374,999",0.3,2026-08-04
bfg_q24,bioscancast_baseline,2026-08-04,"375,000 to 524,999",0.15,2026-08-04
bfg_q24,bioscancast_baseline,2026-08-04,"525,000 to 749,999",0.1,2026-08-04
bfg_q24,bioscancast_baseline,2026-08-04,"750,000 or more",0.05,2026-08-04
bfg_q25,bioscancast,2026-08-04,"under 2,000",0.08249315398885011,2026-08-04
bfg_q25,bioscancast,2026-08-04,"2,000 to 2,999",0.1499000088808123,2026-08-04
bfg_q25,bioscancast,2026-08-04,"3,000 to 3,999",0.2034456124169049,2026-08-04
bfg_q25,bioscancast,2026-08-04,"4,000 to 5,499",0.2412114455445232,2026-08-04
bfg_q25,bioscancast,2026-08-04,"5,500 or more",0.3229497791689095,2026-08-04
bfg_q25,bioscancast_baseline,2026-08-04,"under 2,000",0.25,2026-08-04
bfg_q25,bioscancast_baseline,2026-08-04,"2,000 to 2,999",0.35,2026-08-04
bfg_q25,bioscancast_baseline,2026-08-04,"3,000 to 3,999",0.2,2026-08-04
bfg_q25,bioscancast_baseline,2026-08-04,"4,000 to 5,499",0.1,2026-08-04
bfg_q25,bioscancast_baseline,2026-08-04,"5,500 or more",0.1,2026-08-04
bfg_q1,bioscancast,20260729_rerun,"under 2,500",0.09233014633153304,2026-07-29
bfg_q1,bioscancast,20260729_rerun,"2,500 to 4,999",0.4396949142451601,2026-07-29
bfg_q1,bioscancast,20260729_rerun,"5,000 to 9,999",0.32840847928921757,2026-07-29
bfg_q1,bioscancast,20260729_rerun,"10,000 to 19,999",0.10798999425807691,2026-07-29
bfg_q1,bioscancast,20260729_rerun,"20,000 or more",0.031576465876012226,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"under 2,500",0.15,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"2,500 to 4,999",0.25,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"5,000 to 9,999",0.3,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"10,000 to 19,999",0.2,2026-07-29
bfg_q1,bioscancast_baseline,20260729_rerun,"20,000 or more",0.1,2026-07-29
bfg_q2,bioscancast,20260729_rerun,under 750,0.05155329714231731,2026-07-29
bfg_q2,bioscancast,20260729_rerun,"750 to 1,499",0.10310659428463462,2026-07-29
bfg_q2,bioscancast,20260729_rerun,"1,500 to 2,999",0.39505777871145353,2026-07-29
bfg_q2,bioscancast,20260729_rerun,"3,000 to 4,999",0.320376161339413,2026-07-29
bfg_q2,bioscancast,20260729_rerun,"5,000 or more",0.12990616852218156,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,under 750,0.2,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,"750 to 1,499",0.3,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,"1,500 to 2,999",0.25,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,"3,000 to 4,999",0.15,2026-07-29
bfg_q2,bioscancast_baseline,20260729_rerun,"5,000 or more",0.1,2026-07-29
bfg_q3,bioscancast,20260729_rerun,YES,0.5333953238269986,2026-07-29
bfg_q3,bioscancast,20260729_rerun,NO,0.46660467617300155,2026-07-29
bfg_q3,bioscancast_baseline,20260729_rerun,YES,0.4,2026-07-29
bfg_q3,bioscancast_baseline,20260729_rerun,NO,0.6,2026-07-29
bfg_q4,bioscancast,20260729_rerun,exactly 1,0.8405794683473109,2026-07-29
bfg_q4,bioscancast,20260729_rerun,2,0.12634767527421892,2026-07-29
bfg_q4,bioscancast,20260729_rerun,3,0.02736576607774706,2026-07-29
bfg_q4,bioscancast,20260729_rerun,4 or more,0.005707090300723228,2026-07-29
bfg_q4,bioscancast_baseline,20260729_rerun,exactly 1,0.4,2026-07-29
bfg_q4,bioscancast_baseline,20260729_rerun,2,0.3,2026-07-29
bfg_q4,bioscancast_baseline,20260729_rerun,3,0.2,2026-07-29
bfg_q4,bioscancast_baseline,20260729_rerun,4 or more,0.1,2026-07-29
bfg_q5,bioscancast,20260729_rerun,"trials ongoing, no efficacy results reported",0.47712120715837597,2026-07-29
bfg_q5,bioscancast,20260729_rerun,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.3113110624699587,2026-07-29
bfg_q5,bioscancast,20260729_rerun,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.14449779513406907,2026-07-29
bfg_q5,bioscancast,20260729_rerun,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.06706993523759616,2026-07-29
bfg_q5,bioscancast_baseline,20260729_rerun,"trials ongoing, no efficacy results reported",0.4,2026-07-29
bfg_q5,bioscancast_baseline,20260729_rerun,interim efficacy results reported from any BVD vaccine or therapeutic trial,0.3,2026-07-29
bfg_q5,bioscancast_baseline,20260729_rerun,emergency use authorization or WHO emergency use listing granted for any BVD vaccine or therapeutic,0.2,2026-07-29
bfg_q5,bioscancast_baseline,20260729_rerun,vaccine or therapeutic deployed at scale in affected countries beyond the trials,0.1,2026-07-29
bfg_q6,bioscancast,20260729_rerun,0 to 4,0.8297946881656526,2026-07-29
bfg_q6,bioscancast,20260729_rerun,5 to 14,0.14406157780653694,2026-07-29
bfg_q6,bioscancast,20260729_rerun,15 to 29,0.023049852449045918,2026-07-29
bfg_q6,bioscancast,20260729_rerun,30 to 59,0.002513061692814217,2026-07-29
bfg_q6,bioscancast,20260729_rerun,60 or more,0.0005808198859504764,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,0 to 4,0.5,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,5 to 14,0.3,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,15 to 29,0.15,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,30 to 59,0.04,2026-07-29
bfg_q6,bioscancast_baseline,20260729_rerun,60 or more,0.01,2026-07-29
bfg_q7,bioscancast,20260729_rerun,YES,0.037796929619526985,2026-07-29
bfg_q7,bioscancast,20260729_rerun,NO,0.962203070380473,2026-07-29
bfg_q7,bioscancast_baseline,20260729_rerun,YES,0.3,2026-07-29
bfg_q7,bioscancast_baseline,20260729_rerun,NO,0.7,2026-07-29
bfg_q8,bioscancast,20260729_rerun,H5N1,0.952178803812535,2026-07-29
bfg_q8,bioscancast,20260729_rerun,H5N5,0.0046693625498786615,2026-07-29
bfg_q8,bioscancast,20260729_rerun,Another H5Nx,0.02447438343807165,2026-07-29
bfg_q8,bioscancast,20260729_rerun,No human H5 cases reported in the period,0.018677450199514646,2026-07-29
bfg_q8,bioscancast_baseline,20260729_rerun,H5N1,0.6,2026-07-29
bfg_q8,bioscancast_baseline,20260729_rerun,H5N5,0.1,2026-07-29
bfg_q8,bioscancast_baseline,20260729_rerun,Another H5Nx,0.2,2026-07-29
bfg_q8,bioscancast_baseline,20260729_rerun,No human H5 cases reported in the period,0.1,2026-07-29
bfg_q9,bioscancast,20260729_rerun,exactly 20,0.1273023637490868,2026-07-29
bfg_q9,bioscancast,20260729_rerun,21 to 23,0.3191023386497036,2026-07-29
bfg_q9,bioscancast,20260729_rerun,24 to 26,0.3191023386497036,2026-07-29
bfg_q9,bioscancast,20260729_rerun,27 or more,0.23449295895150593,2026-07-29
bfg_q9,bioscancast_baseline,20260729_rerun,exactly 20,0.15,2026-07-29
bfg_q9,bioscancast_baseline,20260729_rerun,21 to 23,0.25,2026-07-29
bfg_q9,bioscancast_baseline,20260729_rerun,24 to 26,0.35,2026-07-29
bfg_q9,bioscancast_baseline,20260729_rerun,27 or more,0.25,2026-07-29
bfg_q10,bioscancast,20260729_rerun,0,0.782608695652174,2026-07-29
bfg_q10,bioscancast,20260729_rerun,1,0.1956521739130435,2026-07-29
bfg_q10,bioscancast,20260729_rerun,2 or more,0.021739130434782608,2026-07-29
bfg_q10,bioscancast_baseline,20260729_rerun,0,0.4,2026-07-29
bfg_q10,bioscancast_baseline,20260729_rerun,1,0.3,2026-07-29
bfg_q10,bioscancast_baseline,20260729_rerun,2 or more,0.3,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"under 200,000",0.06392087863730526,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"200,000 to 299,999",0.41817886525628556,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"300,000 to 449,999",0.30440420997476997,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"450,000 to 649,999",0.13296078560872276,2026-07-29
bfg_q11,bioscancast,20260729_rerun,"650,000 or more",0.08053526052291643,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"under 200,000",0.4,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"200,000 to 299,999",0.3,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"300,000 to 449,999",0.2,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"450,000 to 649,999",0.1,2026-07-29
bfg_q11,bioscancast_baseline,20260729_rerun,"650,000 or more",0.0,2026-07-29
bfg_q12,bioscancast,20260729_rerun,YES,0.022365467054107375,2026-07-29
bfg_q12,bioscancast,20260729_rerun,NO,0.9776345329458926,2026-07-29
bfg_q12,bioscancast_baseline,20260729_rerun,YES,0.3,2026-07-29
bfg_q12,bioscancast_baseline,20260729_rerun,NO,0.7,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"under 3,000",0.30563551556411894,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"3,000 to 6,999",0.2991306474684829,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"7,000 to 11,999",0.22040134549651685,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"12,000 to 19,999",0.11853394814881098,2026-07-29
bfg_q13,bioscancast,20260729_rerun,"20,000 or more",0.056298543322070405,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"under 3,000",0.25,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"3,000 to 6,999",0.35,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"7,000 to 11,999",0.2,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"12,000 to 19,999",0.1,2026-07-29
bfg_q13,bioscancast_baseline,20260729_rerun,"20,000 or more",0.1,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"under 3,000",0.24568200003171842,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"3,000 to 3,999",0.40352122436340154,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"4,000 to 5,499",0.22206628770547301,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"5,500 to 7,999",0.08693601239326512,2026-07-29
bfg_q14,bioscancast,20260729_rerun,"8,000 or more",0.04179447550614205,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"under 3,000",0.25,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"3,000 to 3,999",0.35,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"4,000 to 5,499",0.2,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"5,500 to 7,999",0.1,2026-07-29
bfg_q14,bioscancast_baseline,20260729_rerun,"8,000 or more",0.1,2026-07-29
bfg_q15,bioscancast,20260729_rerun,YES,0.531938289593288,2026-07-29
bfg_q15,bioscancast,20260729_rerun,NO,0.46806171040671213,2026-07-29
bfg_q15,bioscancast_baseline,20260729_rerun,YES,0.6,2026-07-29
bfg_q15,bioscancast_baseline,20260729_rerun,NO,0.4,2026-07-29
bfg_q16,bioscancast,20260729_rerun,0,0.17969830610475648,2026-07-29
bfg_q16,bioscancast,20260729_rerun,1,0.2526057021135739,2026-07-29
bfg_q16,bioscancast,20260729_rerun,2 to 3,0.3359352590598746,2026-07-29
bfg_q16,bioscancast,20260729_rerun,4 to 6,0.15156342126814434,2026-07-29
bfg_q16,bioscancast,20260729_rerun,7 or more,0.08019731145365057,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,0,0.6,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,1,0.2,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,2 to 3,0.1,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,4 to 6,0.05,2026-07-29
bfg_q16,bioscancast_baseline,20260729_rerun,7 or more,0.05,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"under 175,000",0.07801960013421778,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"175,000 to 274,999",0.1468385093703801,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"275,000 to 399,999",0.19241287988544303,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"400,000 to 599,999",0.23309160424398367,2026-07-29
bfg_q17,bioscancast,20260729_rerun,"600,000 or more",0.3496374063659755,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"under 175,000",0.25,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"175,000 to 274,999",0.3,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"275,000 to 399,999",0.2,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"400,000 to 599,999",0.15,2026-07-29
bfg_q17,bioscancast_baseline,20260729_rerun,"600,000 or more",0.1,2026-07-29
bfg_q18,bioscancast,20260729_rerun,under 1.5M,0.09368405774021425,2026-07-29
bfg_q18,bioscancast,20260729_rerun,1.5M to 1.99M,0.16019748532283723,2026-07-29
bfg_q18,bioscancast,20260729_rerun,2.0M to 2.99M,0.3727742252161813,2026-07-29
bfg_q18,bioscancast,20260729_rerun,3.0M to 4.49M,0.2702315840409569,2026-07-29
bfg_q18,bioscancast,20260729_rerun,4.5M or more,0.10311264767981036,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,under 1.5M,0.25,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,1.5M to 1.99M,0.3,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,2.0M to 2.99M,0.2,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,3.0M to 4.49M,0.15,2026-07-29
bfg_q18,bioscancast_baseline,20260729_rerun,4.5M or more,0.1,2026-07-29
bfg_q19,bioscancast,20260729_rerun,0,0.24281124564033574,2026-07-29
bfg_q19,bioscancast,20260729_rerun,1,0.25253387205577227,2026-07-29
bfg_q19,bioscancast,20260729_rerun,2 to 3,0.3059229995334538,2026-07-29
bfg_q19,bioscancast,20260729_rerun,4 to 5,0.1443251093339352,2026-07-29
bfg_q19,bioscancast,20260729_rerun,6 or more,0.05440677343650292,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,0,0.4,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,1,0.3,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,2 to 3,0.2,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,4 to 5,0.1,2026-07-29
bfg_q19,bioscancast_baseline,20260729_rerun,6 or more,0.0,2026-07-29
bfg_q20,bioscancast,20260729_rerun,8 or fewer,0.160289249744311,2026-07-29
bfg_q20,bioscancast,20260729_rerun,9 to 11,0.36950168712399567,2026-07-29
bfg_q20,bioscancast,20260729_rerun,12 to 14,0.26825726330697935,2026-07-29
bfg_q20,bioscancast,20260729_rerun,15 to 17,0.15146384986853537,2026-07-29
bfg_q20,bioscancast,20260729_rerun,18 or more,0.05048794995617847,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,8 or fewer,0.25,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,9 to 11,0.3,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,12 to 14,0.2,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,15 to 17,0.15,2026-07-29
bfg_q20,bioscancast_baseline,20260729_rerun,18 or more,0.1,2026-07-29
bfg_q21,bioscancast,20260729_rerun,YES,0.13445396690289976,2026-07-29
bfg_q21,bioscancast,20260729_rerun,NO,0.8655460330971002,2026-07-29
bfg_q21,bioscancast_baseline,20260729_rerun,YES,0.3,2026-07-29
bfg_q21,bioscancast_baseline,20260729_rerun,NO,0.7,2026-07-29
bfg_q22,bioscancast,20260729_rerun,15 or fewer,0.41696376274556535,2026-07-29
bfg_q22,bioscancast,20260729_rerun,16 to 30,0.30068290382677587,2026-07-29
bfg_q22,bioscancast,20260729_rerun,31 to 50,0.1821256988187334,2026-07-29
bfg_q22,bioscancast,20260729_rerun,51 to 79,0.07015934422624771,2026-07-29
bfg_q22,bioscancast,20260729_rerun,80 or more,0.0300682903826776,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,15 or fewer,0.4,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,16 to 30,0.3,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,31 to 50,0.15,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,51 to 79,0.1,2026-07-29
bfg_q22,bioscancast_baseline,20260729_rerun,80 or more,0.05,2026-07-29
bfg_q23,bioscancast,20260729_rerun,YES,0.7217809506630847,2026-07-29
bfg_q23,bioscancast,20260729_rerun,NO,0.2782190493369153,2026-07-29
bfg_q23,bioscancast_baseline,20260729_rerun,YES,0.6,2026-07-29
bfg_q23,bioscancast_baseline,20260729_rerun,NO,0.4,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"under 250,000",0.10004931223870335,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"250,000 to 374,999",0.2000986244774066,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"375,000 to 524,999",0.23219388524890186,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"525,000 to 749,999",0.2521084690340941,2026-07-29
bfg_q24,bioscancast,20260729_rerun,"750,000 or more",0.21554970900089399,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"under 250,000",0.4,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"250,000 to 374,999",0.3,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"375,000 to 524,999",0.15,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"525,000 to 749,999",0.1,2026-07-29
bfg_q24,bioscancast_baseline,20260729_rerun,"750,000 or more",0.05,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"under 2,000",0.05009075637060383,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"2,000 to 2,999",0.10018151274120767,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"3,000 to 3,999",0.15027226911181146,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"4,000 to 5,499",0.21583452634952893,2026-07-29
bfg_q25,bioscancast,20260729_rerun,"5,500 or more",0.48362093542684814,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"under 2,000",0.25,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"2,000 to 2,999",0.3,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"3,000 to 3,999",0.2,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"4,000 to 5,499",0.15,2026-07-29
bfg_q25,bioscancast_baseline,20260729_rerun,"5,500 or more",0.1,2026-07-29
